base_ber,base_correct_fraction,complete_recovery,condition_key,cover_stego_psnr,cover_stego_ssim,detail_ber,detail_correct_fraction,failure_stage_counts,method,observation_count,operational_failure_count,pair_id,payload_correct_fraction,peak_memory_bytes,raw_ber,raw_secret_correct_fraction,reconstruction_ncc,reconstruction_psnr,reconstruction_ssim,runtime_seconds,unknown_bit_fraction,valid_base_only_recovery
,0.0,0.0,jpeg:70,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":1}",C3_NP,1,0,coco-000000019924-000000414510,0.0,157339648.0,0.4528377406008275,,,,,2.2046379639996303,1.0,0.0
,0.0,0.0,jpeg:90,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":1}",C3_NP,1,0,coco-000000019924-000000414510,0.0,158806016.0,0.3458490735743839,,,,,2.2975286740002048,1.0,0.0
,0.0,0.0,salt_pepper:0.01,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,156211882.66666666,0.14944084667506147,,,,,1.8788501219999791,1.0,0.0
,0.0,0.0,salt_pepper:0.03,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,156969642.66666666,0.30395304910955206,,,,,1.7421532983328991,1.0,0.0
,0.0,0.0,salt_pepper:0.05,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,157118464.0,0.37871319781735324,,,,,1.8851954800005235,1.0,0.0
,,1.0,clean,45.82719935881448,0.9885891346322115,,,"{""S0_COMPLETE"":1}",B1,1,0,coco-000000022705-000000343315,1.0,158416896.0,0.0,1.0,0.9999999999999999,,1.0,0.003237795001041377,0.0,
,,0.0,gaussian:10,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.5088373819986979,155777706.66666666,0.49116261800130206,0.5088373819986979,0.8196224413654937,8.726147487853398,0.010390840557402848,0.008444564666812463,0.0,
,,0.0,gaussian:15,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.5038859049479166,157231786.66666666,0.4961140950520833,0.5038859049479166,0.818956227664002,8.708612895197723,0.011901128356480687,0.009386905666057524,0.0,
,,0.0,gaussian:5,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.5335667928059896,156606464.0,0.46643320719401044,0.5335667928059896,0.8308653692180102,8.997506229600338,0.018156943719278226,0.007833866666260292,0.0,
,,0.0,jpeg:50,45.82719935881448,0.9885891346322115,,,"{""S2_HEADER_VALID_PARTIAL"":1}",B1,1,0,coco-000000022705-000000343315,0.50604248046875,154931200.0,0.49395751953125,0.50604248046875,0.8225458631649565,8.83096724414015,0.014405548455026854,0.006703861999994842,0.0,
,,0.0,jpeg:70,45.82719935881448,0.9885891346322115,,,"{""S2_HEADER_VALID_PARTIAL"":1}",B1,1,0,coco-000000022705-000000343315,0.5069046020507812,155615232.0,0.49309539794921875,0.5069046020507812,0.8257579778059241,8.877561807278136,0.015466042955407109,0.004490217999773449,0.0,
,,0.0,jpeg:90,45.82719935881448,0.9885891346322115,,,"{""S2_HEADER_VALID_PARTIAL"":1}",B1,1,0,coco-000000022705-000000343315,0.5299301147460938,156487680.0,0.47006988525390625,0.5299301147460938,0.8353821273898805,9.127011657537835,0.018707816320486147,0.0074806740012718365,0.0,
,,0.0,salt_pepper:0.01,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.9948221842447916,155772245.33333334,0.005177815755208333,0.9948221842447916,0.9971784582841995,26.528408040405935,0.8448051598800012,0.007130302333583434,0.0,
,,0.0,salt_pepper:0.03,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.9846700032552084,156839936.0,0.015329996744791666,0.9846700032552084,0.9913140983605903,21.647315828955197,0.6318265332737503,0.005328889000035512,0.0,
,,0.0,salt_pepper:0.05,45.82719935881448,0.9885891346322117,,,"{""S2_HEADER_VALID_PARTIAL"":3}",B1,3,0,coco-000000022705-000000343315,0.9749603271484375,155908778.66666666,0.0250396728515625,0.9749603271484375,0.9863092131238987,19.66661404441574,0.5069005936560068,0.0063928083327482454,0.0,
